name	state_id	postcode	latitude	longitude	variant_name	status
Fennell Bay	NSW		-3.2994300000000003e+01	1.5159850000000000e+02		O
Engadine	NSW		-3.4065199999999997e+01	1.5101790000000000e+02		O
Enfield	NSW		-3.3890200000000000e+01	1.5109289999999999e+02		O
Dyers Crossing	NSW		-3.2081800000000001e+01	1.5230119999999999e+02		O
Dean Park	NSW		-3.3731800000000000e+01	1.5085120000000001e+02		O
Emu Plains	NSW		-3.3748500000000000e+01	1.5066790000000000e+02		O
Emu Heights	NSW		-3.3737400000000001e+01	1.5065119999999999e+02		O
Durren Durren	NSW		-3.3181800000000003e+01	1.5138460000000001e+02		O
Fassifern	NSW		-3.2987400000000001e+01	1.5158459999999999e+02		O
Empire Bay	NSW		-3.3490200000000002e+01	1.5135960000000000e+02		O
Dural	NSW		-3.3681800000000003e+01	1.5102619999999999e+02		O
Duns Creek	NSW		-3.2615200000000002e+01	1.5165119999999999e+02	Dunns Creek	O
Farmborough Heights	NSW		-3.4456299999999999e+01	1.5081150000000000e+02		O
Farley	NSW		-3.2729100000000003e+01	1.5151790000000000e+02		O
Emerton	NSW		-3.3748500000000000e+01	1.5080400000000000e+02		O
Emerald Beach	NSW		-3.0165199999999999e+01	1.5318459999999999e+02		O
Elvina Bay	NSW		-3.3641900000000000e+01	1.5127699999999999e+02		O
Dunmore	NSW		-3.4623500000000000e+01	1.5082620000000000e+02		O
Fairy Meadow	NSW		-3.4395499999999998e+01	1.5089510000000001e+02		O
Ellis Lane	NSW		-3.4034300000000002e+01	1.5067540000000000e+02		O
Dawes Point	NSW		-3.3848500000000001e+01	1.5120120000000000e+02		O
Fairlight	NSW		-3.3794100000000000e+01	1.5127410000000000e+02		O
Fairfield	NSW		-3.3865200000000002e+01	1.5095120000000000e+02		O
Dundas Valley	NSW		-3.3792299999999997e+01	1.5105750000000000e+02		O
Dundas	NSW		-3.3802199999999999e+01	1.5104320000000001e+02		O
Elizabeth Bay	NSW		-3.3871800000000000e+01	1.5122829999999999e+02		O
Davistown	NSW		-3.3481800000000000e+01	1.5135960000000000e+02		O
Davidson	NSW		-3.3739500000000000e+01	1.5118989999999999e+02		O
Evans Plains	NSW		-3.3431800000000003e+01	1.4950120000000001e+02	Mount Pleasant	O
Elermore Vale	NSW		-3.2915199999999999e+01	1.5166790000000000e+02	South Wallsend	O
Eleebana	NSW		-3.2995699999999999e+01	1.5163460000000001e+02		O
Elderslie	NSW		-3.4054099999999998e+01	1.5071510000000001e+02	Ellerslie	O
Elanora Heights	NSW		-3.3698500000000003e+01	1.5126790000000000e+02		O
Darling Point	NSW		-3.3865200000000002e+01	1.5123460000000000e+02		O
Darlinghurst	NSW		-3.3879399999999997e+01	1.5121910000000000e+02	Henrietta Town	O
Elands	NSW		-3.1631799999999998e+01	1.5230119999999999e+02		O
Eglinton	NSW		-3.3381799999999998e+01	1.4953460000000001e+02		O
Darkes Forest	NSW		-3.4219099999999997e+01	1.5090710000000001e+02		O
Dark Corner	NSW		-3.3298499999999997e+01	1.4988460000000001e+02		O
Dargan	NSW		-3.3481800000000000e+01	1.5025120000000001e+02		O
Edmondson Park	NSW		-3.3965200000000003e+01	1.5086789999999999e+02		O
Edgeworth	NSW		-3.2919899999999998e+01	1.5163110000000000e+02	Young Wallsend	O
Denistone	NSW		-3.3798800000000000e+01	1.5108850000000001e+02		O
Fingal Bay	NSW		-3.2748500000000000e+01	1.5216790000000000e+02	Bardouroka	O
Eunanoreenya	NSW		-3.5065199999999997e+01	1.4746789999999999e+02	Eunanyhareenyha	O
Edgecliff	NSW		-3.3879700000000000e+01	1.5123800000000000e+02		O
Edensor Park	NSW		-3.3873500000000000e+01	1.5087620000000001e+02		O
Denham Court	NSW		-3.3981600000000000e+01	1.5082950000000000e+02	Denham	O
Figtree	NSW		-3.4430199999999999e+01	1.5084819999999999e+02	Fig Tree	O
Euberta	NSW		-3.5065199999999997e+01	1.4720120000000000e+02		O
Ebenezer	NSW		-3.3531799999999997e+01	1.5086789999999999e+02		O
Eastwood	NSW		-3.3790199999999999e+01	1.5108459999999999e+02		O
Dee Why	NSW		-3.3751100000000001e+01	1.5128899999999999e+02		O
Fiddletown	NSW		-3.3598500000000001e+01	1.5105119999999999e+02		O
Estella	NSW		-3.5075800000000001e+01	1.4735050000000001e+02		O
East Maitland	NSW		-3.2748500000000000e+01	1.5157620000000000e+02		O
Eastlakes	NSW		-3.3931800000000003e+01	1.5120959999999999e+02		O
East Hills	NSW		-3.3956800000000001e+01	1.5098460000000000e+02		O
Fernhill	NSW		-3.4384599999999999e+01	1.5089080000000001e+02		O
Eschol Park	NSW		-3.4031799999999997e+01	1.5080119999999999e+02		O
Erskineville	NSW		-3.3902299999999997e+01	1.5118650000000000e+02		O
Erskine Park	NSW		-3.3808700000000002e+01	1.5080140000000000e+02		O
Eastern Creek	NSW		-3.3797400000000003e+01	1.5084150000000000e+02	Wallgrove	O
Earlwood	NSW		-3.3924999999999997e+01	1.5113149999999999e+02		O
Eagle Vale	NSW		-3.4037999999999997e+01	1.5081120000000001e+02		O
Eagleton	NSW		-3.2696199999999997e+01	1.5178059999999999e+02		O
Fern Bay	NSW		-3.2864199999999997e+01	1.5181209999999999e+02		O
Ermington	NSW		-3.3810499999999998e+01	1.5106100000000001e+02		O
Erina Heights	NSW		-3.3427500000000002e+01	1.5141390000000001e+02	Erina East	O
Erina	NSW		-3.3440199999999997e+01	1.5139290000000000e+02		O
Croom	NSW		-3.4590200000000003e+01	1.5082620000000000e+02	Croome	O
Daceyville	NSW		-3.3931800000000003e+01	1.5122620000000001e+02		O
Corlette	NSW		-3.2724899999999998e+01	1.5211470000000000e+02		O
Cronulla	NSW		-3.4048499999999997e+01	1.5115119999999999e+02		O
Cromer	NSW		-3.3735999999999997e+01	1.5127209999999999e+02	Dee Why West	O
Croki	NSW		-3.1873600000000000e+01	1.5259360000000001e+02		O
Cringila	NSW		-3.4470500000000001e+01	1.5086680000000001e+02		O
Cordeaux Heights	NSW		-3.4441800000000001e+01	1.5083099999999999e+02		O
Cordeaux	NSW		-3.4388800000000003e+01	1.5077959999999999e+02		O
Coramba	NSW		-3.0215199999999999e+01	1.5301790000000000e+02		O
Currawong Beach	NSW		-3.3590200000000003e+01	1.5130119999999999e+02	Little Mackerel Beach	O
Currawarna	NSW		-3.5015200000000000e+01	1.4706790000000001e+02	Currawananna	O
Crestwood	NSW		-3.5348500000000001e+01	1.4921619999999999e+02		O
Cremorne Point	NSW		-3.3842100000000002e+01	1.5122890000000001e+02		O
Cremorne	NSW		-3.3830399999999997e+01	1.5122479999999999e+02	Watersleigh	O
Coralville	NSW		-3.1781800000000000e+01	1.5270120000000000e+02	Coral Ville	O
Connells Point	NSW		-3.3990299999999998e+01	1.5109360000000001e+02		O
Conjola	NSW		-3.5215200000000003e+01	1.5043459999999999e+02		O
Coniston	NSW		-3.4438499999999998e+01	1.5088290000000001e+02		O
Currans Hill	NSW		-3.4043300000000002e+01	1.5077340000000001e+02		O
Cranebrook	NSW		-3.3715200000000003e+01	1.5070120000000000e+02		O
Copacabana	NSW		-3.3490200000000002e+01	1.5143459999999999e+02	Tubibaring	O
Concord	NSW		-3.3856600000000000e+01	1.5110679999999999e+02		O
Como	NSW		-3.3998500000000000e+01	1.5106790000000001e+02		O
Curl Curl	NSW		-3.3769300000000001e+01	1.5128460000000001e+02		O
Cooranbong	NSW		-3.3073500000000003e+01	1.5145120000000000e+02	Avondale	O
Condell Park	NSW		-3.3923499999999997e+01	1.5100120000000001e+02		O
Coopernook	NSW		-3.1835400000000000e+01	1.5261429999999999e+02		O
Cundletown	NSW		-3.1881799999999998e+01	1.5251790000000000e+02		O
Cundle Flat	NSW		-3.1812999999999999e+01	1.5199379999999999e+02		O
Cumberland Reach	NSW		-3.3465200000000003e+01	1.5088460000000001e+02		O
Colyton	NSW		-3.3782299999999999e+01	1.5079570000000001e+02		O
Cullen Bullen	NSW		-3.3298499999999997e+01	1.5003460000000001e+02		O
Cowan	NSW		-3.3581800000000001e+01	1.5116790000000000e+02		O
Cooks Hill	NSW		-3.2931800000000003e+01	1.5176790000000000e+02		O
Daleys Point	NSW		-3.3502699999999997e+01	1.5134710000000001e+02		O
Croydon Park	NSW		-3.3898499999999999e+01	1.5110960000000000e+02		O
Croydon	NSW		-3.3878999999999998e+01	1.5111709999999999e+02		O
Crows Nest	NSW		-3.3825400000000002e+01	1.5120359999999999e+02	Wargundy	O
Corrimal	NSW		-3.4367100000000001e+01	1.5089210000000000e+02	Private Village of Corrimal	O
Crowdy Head	NSW		-3.1848500000000001e+01	1.5275120000000001e+02		O
Clarence	NSW		-3.3473500000000001e+01	1.5022620000000001e+02		O
Central Mangrove	NSW		-3.3298499999999997e+01	1.5123460000000000e+02		O
Centennial Park	NSW		-3.3897799999999997e+01	1.5123400000000001e+02		O
Carlingford	NSW		-3.3779100000000000e+01	1.5105119999999999e+02		O
Caringbah	NSW		-3.4048499999999997e+01	1.5111789999999999e+02	Highfields	O
Cogra Bay	NSW		-3.3519500000000001e+01	1.5122430000000000e+02		O
Church Point	NSW		-3.3648499999999999e+01	1.5128460000000001e+02		O
Cedar Party	NSW		-3.1815200000000001e+01	1.5240119999999999e+02	Cedar Party Creek	O
Coffs Harbour	NSW		-3.0315200000000001e+01	1.5311789999999999e+02	Coof's Harbour	O
Chullora	NSW		-3.3892600000000002e+01	1.5104780000000000e+02		O
Cedar Brush Creek	NSW		-3.3165199999999999e+01	1.5127619999999999e+02	Brush Creek	O
Cardiff Heights	NSW		-3.2936599999999999e+01	1.5167400000000001e+02		O
Cardiff	NSW		-3.2943100000000001e+01	1.5165510000000000e+02		O
Chittaway Point	NSW		-3.3315199999999997e+01	1.5145120000000000e+02		O
Chittaway Bay	NSW		-3.3331800000000001e+01	1.5145120000000000e+02	Chittaway South	O
Chiswick	NSW		-3.3848500000000001e+01	1.5113460000000001e+02		O
Chipping Norton	NSW		-3.3915199999999999e+01	1.5096789999999999e+02		O
Cawdor	NSW		-3.4090200000000003e+01	1.5067900000000000e+02		O
Caves Beach	NSW		-3.3115200000000002e+01	1.5165119999999999e+02		O
Chippendale	NSW		-3.3886299999999999e+01	1.5120020000000000e+02		O
Cattai	NSW		-3.3556800000000003e+01	1.5091790000000000e+02		O
Capertee	NSW		-3.3148499999999999e+01	1.4998460000000000e+02	Village of Capertee	O
Catherine Hill Bay	NSW		-3.3148499999999999e+01	1.5161789999999999e+02		O
Catherine Field	NSW		-3.3990200000000002e+01	1.5076790000000000e+02	Catherine Fields	O
Caparra	NSW		-3.1731800000000000e+01	1.5225120000000001e+02		O
Canterbury	NSW		-3.3915199999999999e+01	1.5111789999999999e+02		O
Canley Vale	NSW		-3.3881799999999998e+01	1.5094290000000001e+02		O
Canley Heights	NSW		-3.3881799999999998e+01	1.5092619999999999e+02		O
Canoelands	NSW		-3.3498500000000000e+01	1.5105119999999999e+02		O
Chifley	NSW		-3.3969499999999996e+01	1.5123970000000000e+02		O
Chester Hill	NSW		-3.3881799999999998e+01	1.5100120000000001e+02		O
Casula	NSW		-3.3952300000000001e+01	1.5089540000000000e+02		O
Canada Bay	NSW		-3.3864699999999999e+01	1.5111480000000000e+02	Sunnyside	O
Cams Wharf	NSW		-3.3126300000000001e+01	1.5161510000000001e+02		O
Campvale	NSW		-3.2773499999999999e+01	1.5185120000000001e+02		O
Campsie	NSW		-3.3906799999999997e+01	1.5110960000000000e+02		O
Cobbitty	NSW		-3.4015200000000000e+01	1.5068459999999999e+02		O
Castlereagh	NSW		-3.3665199999999999e+01	1.5068459999999999e+02		O
Castle Hill	NSW		-3.3731800000000000e+01	1.5100960000000001e+02		O
Castlecrag	NSW		-3.3798499999999997e+01	1.5121789999999999e+02		O
Camperdown	NSW		-3.3890200000000000e+01	1.5118459999999999e+02	Petersham Hill	O
Coasters Retreat	NSW		-3.3604900000000001e+01	1.5129880000000000e+02		O
Coal Point	NSW		-3.3037399999999998e+01	1.5160960000000000e+02		O
Cherrybrook	NSW		-3.3722999999999999e+01	1.5104610000000000e+02		O
Cheltenham	NSW		-3.3757100000000001e+01	1.5107759999999999e+02		O
Campbelltown	NSW		-3.4073500000000003e+01	1.5082620000000000e+02		O
Clyde	NSW		-3.3833399999999997e+01	1.5102140000000000e+02		O
Chatswood	NSW		-3.3795800000000000e+01	1.5118129999999999e+02		O
Charmhaven	NSW		-3.3223500000000001e+01	1.5150960000000001e+02		O
Cartwrights Hill	NSW		-3.5075000000000003e+01	1.4739120000000000e+02		O
Cartwright	NSW		-3.3924500000000002e+01	1.5089200000000000e+02		O
Clovelly	NSW		-3.3911700000000003e+01	1.5126320000000001e+02		O
Clontarf	NSW		-3.3807899999999997e+01	1.5125409999999999e+02		O
Charlestown	NSW		-3.2965200000000003e+01	1.5168459999999999e+02		O
Carss Park	NSW		-3.3981800000000000e+01	1.5111789999999999e+02		O
Colo	NSW		-3.3415199999999999e+01	1.5080959999999999e+02		O
Cliftleigh	NSW		-3.2781799999999997e+01	1.5151790000000000e+02		O
Carrington	NSW		-3.2915199999999999e+01	1.5176790000000000e+02	Town of Carrington	O
Clemton Park	NSW		-3.3925800000000002e+01	1.5110450000000000e+02	Clempton Park	O
Carramar	NSW		-3.3884099999999997e+01	1.5096360000000001e+02		O
Collingullie	NSW		-3.5098500000000001e+01	1.4713460000000001e+02		O
Chain Valley Bay	NSW		-3.3168799999999997e+01	1.5157480000000001e+02		O
Carlton	NSW		-3.3965200000000003e+01	1.5112620000000001e+02		O
Collaroy Plateau	NSW		-3.3715200000000003e+01	1.5128460000000001e+02		O
Collaroy	NSW		-3.3731800000000000e+01	1.5128460000000001e+02	Collaroy Beach	O
Claymore	NSW		-3.4047199999999997e+01	1.5081000000000000e+02		O
Colebee	NSW		-3.3725000000000001e+01	1.5085700000000000e+02		O
Clareville	NSW		-3.3623500000000000e+01	1.5131790000000001e+02	Clareville Beach	O
Clarendon	NSW		-3.3610599999999998e+01	1.5078880000000001e+02		O
Brighton-Le-Sands	NSW		-3.3965200000000003e+01	1.5115119999999999e+02	Brighton	O
Box Hill	NSW		-3.3642699999999998e+01	1.5089879999999999e+02		O
Calga	NSW		-3.3431800000000003e+01	1.5121789999999999e+02		O
Calderwood	NSW		-3.4556800000000003e+01	1.5074289999999999e+02		O
Caffreys Flat	NSW		-3.1798500000000001e+01	1.5207620000000000e+02		O
Brucedale	NSW		-3.5031799999999997e+01	1.4741790000000000e+02		O
Brownsville	NSW		-3.4482700000000001e+01	1.5081100000000001e+02		O
Bowen Mountain	NSW		-3.3581800000000001e+01	1.5063460000000001e+02		O
Bowenfels	NSW		-3.3481800000000000e+01	1.5013460000000001e+02	Bowen Falls	O
Bow Bowing	NSW		-3.4015200000000000e+01	1.5084289999999999e+02		O
Cabramatta	NSW		-3.3898499999999999e+01	1.5093459999999999e+02		O
Bream Beach	NSW		-3.5108600000000003e+01	1.5066159999999999e+02		O
Cabarita	NSW		-3.3845399999999998e+01	1.5111600000000001e+02		O
Bulgary	NSW		-3.5065199999999997e+01	1.4695120000000000e+02		O
Brookvale	NSW		-3.3765200000000000e+01	1.5126790000000000e+02		O
Brooklyn	NSW		-3.3548499999999997e+01	1.5121789999999999e+02	Village of Brooklyn	O
Brooklana	NSW		-3.0265200000000000e+01	1.5285120000000001e+02		O
Brookdale	NSW		-3.5107799999999997e+01	1.4701190000000000e+02		O
Bronte	NSW		-3.3904000000000003e+01	1.5126380000000000e+02		O
Botany	NSW		-3.3948500000000003e+01	1.5120120000000000e+02		O
Bossley Park	NSW		-3.3862299999999998e+01	1.5088450000000000e+02		O
Cammeray	NSW		-3.3822800000000001e+01	1.5121400000000000e+02	Suspension Bridge	O
Buff Point	NSW		-3.3231800000000000e+01	1.5153460000000001e+02		O
Budgewoi	NSW		-3.3231800000000000e+01	1.5156790000000001e+02	Halekulani	O
Brogans Creek	NSW		-3.2981800000000000e+01	1.4996789999999999e+02		O
Camellia	NSW		-3.3819600000000001e+01	1.5103460000000001e+02		O
Budderoo	NSW		-3.4706800000000001e+01	1.5063460000000001e+02	Buggeroo	O
Broadmeadow	NSW		-3.2922699999999999e+01	1.5173020000000000e+02		O
Bradbury	NSW		-3.4081800000000001e+01	1.5081790000000001e+02		O
Camden	NSW		-3.4059100000000001e+01	1.5069370000000001e+02		O
Cambridge Park	NSW		-3.3748500000000000e+01	1.5073460000000000e+02		O
Cambridge Gardens	NSW		-3.3738000000000000e+01	1.5072059999999999e+02		O
Bringelly	NSW		-3.3948500000000003e+01	1.5073460000000000e+02		O
Bucca Wauka	NSW		-3.2098500000000001e+01	1.5215119999999999e+02	Bucka Wauka	O
Blakehurst	NSW		-3.3998500000000000e+01	1.5110120000000001e+02		O
Bogee	NSW		-3.2965200000000003e+01	1.5010120000000001e+02		O
Booragul	NSW		-3.2974800000000002e+01	1.5161040000000000e+02		O
Blue Haven	NSW		-3.3211500000000001e+01	1.5150450000000001e+02		O
Blaxlands Ridge	NSW		-3.3470599999999997e+01	1.5080830000000000e+02		O
Boolaroo	NSW		-3.2946700000000000e+01	1.5162760000000000e+02		O
Booker Bay	NSW		-3.3513900000000000e+01	1.5134750000000000e+02		O
Boambee	NSW		-3.0331800000000001e+01	1.5308459999999999e+02		O
Book Book	NSW		-3.5365200000000002e+01	1.4755119999999999e+02		O
Birchgrove	NSW		-3.3848500000000001e+01	1.5116790000000000e+02		O
Bonville	NSW		-3.0381799999999998e+01	1.5305119999999999e+02		O
Bonnyrigg	NSW		-3.3890200000000000e+01	1.5088460000000001e+02		O
Birmingham Gardens	NSW		-3.2892899999999997e+01	1.5169010000000000e+02		O
Bobin	NSW		-3.1715199999999999e+01	1.5228460000000001e+02	Bobin Flat	O
Bonnet Bay	NSW		-3.4009900000000002e+01	1.5105300000000000e+02		O
Bobs Farm	NSW		-3.2765200000000000e+01	1.5201790000000000e+02		O
Bondi Junction	NSW		-3.3893000000000001e+01	1.5124950000000001e+02		O
Bondi	NSW		-3.3893099999999997e+01	1.5126320000000001e+02		O
Blackalls Park	NSW		-3.3001300000000001e+01	1.5158730000000000e+02	Blackalls	O
Blacksmiths	NSW		-3.3073500000000003e+01	1.5165680000000000e+02	Pensoners Paradise	O
Bomen	NSW		-3.5081800000000001e+01	1.4741790000000000e+02		O
Bolwarra Heights	NSW		-3.2698500000000003e+01	1.5158459999999999e+02		O
Blackbutt	NSW		-3.4570700000000002e+01	1.5084289999999999e+02		O
Bolton Point	NSW		-3.3002699999999997e+01	1.5161510000000001e+02		O
Borambola	NSW		-3.5165199999999999e+01	1.4763460000000001e+02		O
Blackett	NSW		-3.3737400000000001e+01	1.5081510000000000e+02		O
Blairmount	NSW		-3.4048499999999997e+01	1.5079290000000000e+02		O
Bohnock	NSW		-3.1948499999999999e+01	1.5256790000000001e+02		O
Blackwall	NSW		-3.3502699999999997e+01	1.5132620000000000e+02		O
Bootawa	NSW		-3.1931799999999999e+01	1.5236789999999999e+02	Bootawah	O
Bennetts Green	NSW		-3.2993000000000002e+01	1.5169290000000001e+02		O
Big Springs	NSW		-3.5315199999999997e+01	1.4741790000000000e+02		O
Beaumont	NSW		-3.4781799999999997e+01	1.5056790000000001e+02		O
Beaconsfield	NSW		-3.3911499999999997e+01	1.5120020000000000e+02		O
Beacon Hill	NSW		-3.3748500000000000e+01	1.5125120000000001e+02		O
Bayview	NSW		-3.3659300000000002e+01	1.5128620000000001e+02	Bay View	O
Bardwell Park	NSW		-3.3935800000000000e+01	1.5112400000000000e+02		O
Ben Bullen	NSW		-3.3215200000000003e+01	1.5001790000000000e+02		O
Baulkham Hills	NSW		-3.3759599999999999e+01	1.5100120000000001e+02		O
Bar Beach	NSW		-3.2940199999999997e+01	1.5176790000000000e+02		O
Belrose	NSW		-3.3715200000000003e+01	1.5123460000000000e+02		O
Bathurst	NSW		-3.3416800000000002e+01	1.4958070000000001e+02		O
Bangor	NSW		-3.4015599999999999e+01	1.5103350000000000e+02		O
Bidwill	NSW		-3.3730100000000000e+01	1.5082210000000001e+02	Bidwell	O
Belmore	NSW		-3.3915199999999999e+01	1.5109289999999999e+02	Darkwater	O
Belmont	NSW		-3.3037399999999998e+01	1.5165960000000001e+02		O
Bateau Bay	NSW		-3.3381799999999998e+01	1.5148460000000000e+02		O
Bass Hill	NSW		-3.3898499999999999e+01	1.5099570000000000e+02	Irish Town	O
Bankstown	NSW		-3.3923499999999997e+01	1.5103460000000001e+02		O
Banksmeadow	NSW		-3.3965200000000003e+01	1.5121789999999999e+02		O
Banksia	NSW		-3.3946500000000000e+01	1.5114640000000000e+02		O
Bickley Vale	NSW		-3.4079099999999997e+01	1.5065989999999999e+02		O
Bangalee	NSW		-3.4841999999999999e+01	1.5055220000000000e+02		O
Bexley	NSW		-3.3956800000000001e+01	1.5112620000000001e+02		O
Bewong	NSW		-3.5081800000000001e+01	1.5053460000000001e+02	Bewong Creek	O
Beverly Hills	NSW		-3.3948500000000003e+01	1.5108459999999999e+02	Dumbleton	O
Beverley Park	NSW		-3.3977300000000000e+01	1.5113030000000001e+02		O
Bellevue Hill	NSW		-3.3881799999999998e+01	1.5125960000000001e+02		O
Bellbird Heights	NSW		-3.2848399999999998e+01	1.5133080000000001e+02		O
Bamarang	NSW		-3.4898499999999999e+01	1.5051790000000000e+02	Bamarong	O
Bellawongarah	NSW		-3.4765200000000000e+01	1.5061789999999999e+02	Bellawangarah	O
Bellambi	NSW		-3.4368200000000002e+01	1.5091849999999999e+02	Private Village of Bellambi	O
Balmoral	NSW		-3.3042999999999999e+01	1.5157620000000000e+02		O
Balmain	NSW		-3.3848500000000001e+01	1.5116790000000000e+02		O
Berry Park	NSW		-3.2740200000000002e+01	1.5165680000000000e+02		O
Belfrayden	NSW		-3.5115200000000002e+01	1.4706790000000001e+02	Village of Belfrayden	O
Belfield	NSW		-3.3898499999999999e+01	1.5108459999999999e+02		O
Berrilee	NSW		-3.3615200000000002e+01	1.5110120000000001e+02	Birralee	O
Barren Grounds	NSW		-3.4681800000000003e+01	1.5071789999999999e+02		O
Berowra Waters	NSW		-3.3603600000000000e+01	1.5112060000000000e+02		O
Berowra Heights	NSW		-3.3606800000000000e+01	1.5114290000000000e+02		O
Berowra	NSW		-3.3623500000000000e+01	1.5114290000000000e+02	Village of Berowra	O
Barrack Point	NSW		-3.4565199999999997e+01	1.5086789999999999e+02		O
Barrack Heights	NSW		-3.4565199999999997e+01	1.5085120000000001e+02		O
Berkshire Park	NSW		-3.3681800000000003e+01	1.5078460000000001e+02		O
Berkeley Vale	NSW		-3.3340200000000003e+01	1.5143459999999999e+02	Berkeley	O
Berkeley	NSW		-3.4474299999999999e+01	1.5084790000000001e+02		O
Beelbangera	NSW		-3.4248500000000000e+01	1.4610120000000001e+02		O
Beecroft	NSW		-3.3748500000000000e+01	1.5105959999999999e+02		O
Bilgola Plateau	NSW		-3.3631799999999998e+01	1.5131790000000001e+02	Newport Heights	O
Bilgola Beach	NSW		-3.3644300000000001e+01	1.5133040000000000e+02	Bilgola	O
Bilgola	NSW		-3.3644100000000002e+01	1.5131880000000001e+02		H
Bilbul	NSW		-3.4281799999999997e+01	1.4613460000000001e+02		O
Beresfield	NSW		-3.2798499999999997e+01	1.5163460000000001e+02		O
Berala	NSW		-3.3873500000000000e+01	1.5103460000000001e+02		O
Barnsley	NSW		-3.2931800000000003e+01	1.5158459999999999e+02		O
Bensville	NSW		-3.3498500000000000e+01	1.5138460000000001e+02		O
Adamstown Heights	NSW		-3.2949100000000001e+01	1.5171070000000000e+02		O
Adamstown	NSW		-3.2939200000000000e+01	1.5172559999999999e+02		O
Arncliffe	NSW		-3.3938699999999997e+01	1.5114750000000001e+02		O
Abbotsford	NSW		-3.3856800000000000e+01	1.5112620000000001e+02	Bigi Bigi	O
Abbotsbury	NSW		-3.3873800000000003e+01	1.5085929999999999e+02		O
Arrawarra	NSW		-3.0051200000000001e+01	1.5319120000000001e+02	Yarrawharra	O
Artarmon	NSW		-3.3811999999999998e+01	1.5118469999999999e+02		O
Annangrove	NSW		-3.3659599999999998e+01	1.5093459999999999e+02		O
Albion Park Rail	NSW		-3.4565199999999997e+01	1.5079290000000000e+02		O
Alexandria	NSW		-3.3915199999999999e+01	1.5119290000000001e+02		O
Airds	NSW		-3.4090200000000003e+01	1.5082620000000000e+02		O
Ambarvale	NSW		-3.4081800000000001e+01	1.5080119999999999e+02		O
Albion Park	NSW		-3.4581800000000001e+01	1.5077619999999999e+02	Terrys Meadows	O
Alfords Point	NSW		-3.3987200000000001e+01	1.5102199999999999e+02		O
Ashbury	NSW		-3.3901200000000003e+01	1.5111770000000001e+02		O
Ashcroft	NSW		-3.3915199999999999e+01	1.5090119999999999e+02		O
Arcadia Vale	NSW		-3.3058399999999999e+01	1.5157259999999999e+02		O
Argenton	NSW		-3.2935400000000001e+01	1.5163220000000001e+02		O
Allambie Heights	NSW		-3.3761000000000003e+01	1.5125120000000001e+02		O
Asquith	NSW		-3.3690199999999997e+01	1.5110960000000000e+02		O
Auburn	NSW		-3.3848500000000001e+01	1.5103460000000001e+02		O
Badgerys Creek	NSW		-3.3881700000000002e+01	1.5074410000000000e+02		O
Avalon Beach	NSW		-3.3631799999999998e+01	1.5131790000000001e+02	Avalon	O
Avoca Beach	NSW		-3.3465200000000003e+01	1.5143459999999999e+02	Avoca	O
Anambah	NSW		-3.2673499999999997e+01	1.5149289999999999e+02		O
Awaba	NSW		-3.3015200000000000e+01	1.5153460000000001e+02		O
Ashfield	NSW		-3.3889400000000002e+01	1.5112739999999999e+02		O
Ashmont	NSW		-3.5124499999999998e+01	1.4733220000000000e+02		O
Austral	NSW		-3.3931800000000003e+01	1.5081790000000001e+02		O
Balgownie	NSW		-3.4385199999999998e+01	1.5086959999999999e+02		O
Balgowlah Heights	NSW		-3.3807800000000000e+01	1.5126499999999999e+02		O
Balgowlah	NSW		-3.3794600000000003e+01	1.5126089999999999e+02		O
Back Forest	NSW		-3.4848500000000001e+01	1.5068459999999999e+02		O
Annandale	NSW		-3.3880699999999997e+01	1.5116980000000001e+02		O
Arcadia	NSW		-3.3623500000000000e+01	1.5104290000000000e+02		O
Allandale	NSW		-3.2715200000000003e+01	1.5141790000000000e+02		O
Allawah	NSW		-3.3973500000000001e+01	1.5111789999999999e+02		O
Aberglasslyn	NSW		-3.2698500000000003e+01	1.5153460000000001e+02		O
Yokine	WA		-3.1900279999999999e+01	1.1585140000000000e+02		O
Yangebup	WA		-3.2128500000000003e+01	1.1581870000000001e+02		O
Yanchep	WA		-3.1549060000000001e+01	1.1568700000000000e+02		O
Yakamia	WA		-3.5004069999999999e+01	1.1787820000000001e+02		O
Wungong	WA		-3.2181559999999998e+01	1.1601200000000000e+02		O
Woorree	WA		-2.8775279999999999e+01	1.1466060000000000e+02		O
Woodvale	WA		-3.1798780000000001e+01	1.1578449999999999e+02		O
Woodlands	WA		-3.1909340000000000e+01	1.1579060000000000e+02		O
Woodbridge	WA		-3.1890720000000002e+01	1.1599180000000000e+02		O
Wonthella	WA		-2.8758610000000001e+01	1.1463060000000000e+02		O
Withers	WA		-3.3364910000000002e+01	1.1563090000000000e+02		O
Winthrop	WA		-3.2052390000000003e+01	1.1582559999999999e+02		O
Wilson	WA		-3.2026000000000003e+01	1.1591070000000001e+02		O
Williamstown	WA		-3.0736110000000000e+01	1.2147669999999999e+02		O
Willetton	WA		-3.2052950000000003e+01	1.1588900000000000e+02		O
Willagee	WA		-3.2052109999999999e+01	1.1580430000000000e+02		O
Whiteman	WA		-3.1831830000000000e+01	1.1593450000000000e+02		O
White Gum Valley	WA		-3.2059890000000003e+01	1.1576930000000000e+02		O
Westminster	WA		-3.1870170000000002e+01	1.1583839999999999e+02		O
West Swan	WA		-3.1850169999999999e+01	1.1597700000000000e+02		O
