name	state_id	postcode	latitude	longitude	variant_name	status
Lane Cove West	NSW		-3.3812100000000001e+01	1.5115010000000001e+02		O
Breakfast Point	NSW		-3.3844299999999997e+01	1.5111369999999999e+02		O
Parramatta	NSW		-3.3815199999999997e+01	1.5100120000000001e+02	Rose Hill	O
Merrylands West	NSW		-3.3840200000000003e+01	1.5096789999999999e+02		O
South Wentworthville	NSW		-3.3823500000000003e+01	1.5096789999999999e+02		O
Guildford West	NSW		-3.3848500000000001e+01	1.5096789999999999e+02		O
South Bathurst	NSW		-3.3440199999999997e+01	1.4957620000000000e+02		O
Robin Hill	NSW		-3.3431800000000003e+01	1.4953460000000001e+02		O
Laffing Waters	NSW		-3.3381799999999998e+01	1.4961789999999999e+02		O
West Bathurst	NSW		-3.3406799999999997e+01	1.4956229999999999e+02		O
Windradyne	NSW		-3.3404100000000000e+01	1.4954570000000001e+02		O
Stewarts Mount	NSW		-3.3406799999999997e+01	1.4951790000000000e+02		O
Mount Panorama	NSW		-3.3448500000000003e+01	1.4955959999999999e+02		O
Abercrombie	NSW		-3.3390200000000000e+01	1.4956510000000000e+02		O
Maroubra	NSW		-3.3948500000000003e+01	1.5124289999999999e+02		O
Coogee	NSW		-3.3919699999999999e+01	1.5125460000000001e+02		O
Belbora	NSW		-3.1973500000000001e+01	1.5215119999999999e+02		O
Blair Athol	NSW		-3.4063000000000002e+01	1.5079980000000000e+02		O
Bella Vista	NSW		-3.3741799999999998e+01	1.5095480000000001e+02		O
South Maroota	NSW		-3.3512999999999998e+01	1.5095230000000001e+02		O
Ten Mile Hollow	NSW		-3.3320700000000002e+01	1.5108459999999999e+02		O
Butterwick	NSW		-3.2648499999999999e+01	1.5163460000000001e+02		O
Tipperary	NSW		-3.2059600000000003e+01	1.5216790000000000e+02		O
Osterley	NSW		-3.2723500000000001e+01	1.5170120000000000e+02		O
Brimbin	NSW		-3.1840199999999999e+01	1.5245120000000000e+02		O
West Albury	NSW		-3.6065199999999997e+01	1.4688460000000001e+02	Albury West	O
South Albury	NSW		-3.6098599999999998e+01	1.4691390000000001e+02	Albury South	O
North Albury	NSW		-3.6060600000000001e+01	1.4693680000000001e+02	Albury North	O
Glenroy	NSW		-3.6048499999999997e+01	1.4690119999999999e+02		O
Ettamogah	NSW		-3.6015200000000000e+01	1.4698460000000000e+02		O
East Albury	NSW		-3.6091400000000000e+01	1.4693910000000000e+02	Albury East	O
Strathfield South	NSW		-3.3896799999999999e+01	1.5107870000000000e+02	Druitt Town	O
Marrickville	NSW		-3.3912399999999998e+01	1.5115960000000001e+02		O
Claremont Meadows	NSW		-3.3769300000000001e+01	1.5074850000000001e+02	Quarry Hill	O
Kotara South	NSW		-3.2951300000000003e+01	1.5169149999999999e+02		O
Pelican	NSW		-3.3071300000000001e+01	1.5164480000000000e+02		O
Wyee Point	NSW		-3.3140200000000000e+01	1.5152619999999999e+02		O
Glenworth Valley	NSW		-3.3415199999999999e+01	1.5118459999999999e+02		O
Mooney Mooney Creek	NSW		-3.3465200000000003e+01	1.5121789999999999e+02		O
Wondabyne	NSW		-3.3487400000000001e+01	1.5123460000000000e+02		O
Bar Point	NSW		-3.3493000000000002e+01	1.5116790000000000e+02		O
Harpers Hill	NSW		-3.2698500000000003e+01	1.5140960000000001e+02		O
Narrawallee	NSW		-3.5312500000000000e+01	1.5046279999999999e+02		O
Moore Park	NSW		-3.3895899999999997e+01	1.5122200000000001e+02		O
Forest Lodge	NSW		-3.3880699999999997e+01	1.5117840000000001e+02		O
Forest Grove	NSW		-3.3373500000000000e+01	1.4966229999999999e+02		O
Port Botany	NSW		-3.3976300000000002e+01	1.5121789999999999e+02		O
South Coogee	NSW		-3.3934600000000003e+01	1.5125120000000001e+02		O
Glenmore Park	NSW		-3.3790199999999999e+01	1.5067619999999999e+02		O
Sackville North	NSW		-3.3481800000000000e+01	1.5088460000000001e+02		O
Sackville	NSW		-3.3501300000000001e+01	1.5087620000000001e+02		O
Ettalong Beach	NSW		-3.3515200000000000e+01	1.5133459999999999e+02		O
South Granville	NSW		-3.3857799999999997e+01	1.5101060000000001e+02		O
South Maitland	NSW		-3.2748500000000000e+01	1.5156229999999999e+02		O
Yennora	NSW		-3.3865200000000002e+01	1.5097620000000001e+02		O
Fairfield Heights	NSW		-3.3865200000000002e+01	1.5094290000000001e+02		O
Freemans	NSW		-3.3198500000000003e+01	1.5159289999999999e+02		O
Old Guildford	NSW		-3.3863799999999998e+01	1.5098460000000000e+02		O
Fairfield West	NSW		-3.3865200000000002e+01	1.5092619999999999e+02		O
Fairfield East	NSW		-3.3871800000000000e+01	1.5097149999999999e+02		O
Cabramatta West	NSW		-3.3890200000000000e+01	1.5090960000000001e+02		O
Bonnyrigg Heights	NSW		-3.3891100000000002e+01	1.5087020000000001e+02		O
Wattle Grove	NSW		-3.3956800000000001e+01	1.5094149999999999e+02		O
Eastgardens	NSW		-3.3945700000000002e+01	1.5122540000000001e+02		O
Forest Glen	NSW		-3.3548499999999997e+01	1.5101790000000000e+02	Village of Maroota	O
North St Marys	NSW		-3.3754700000000000e+01	1.5078600000000000e+02		O
South Windsor	NSW		-3.3630499999999998e+01	1.5080430000000001e+02	Newtown	O
North Strathfield	NSW		-3.3860599999999998e+01	1.5108850000000001e+02		O
North Parramatta	NSW		-3.3795499999999997e+01	1.5101169999999999e+02		O
North Epping	NSW		-3.3758699999999997e+01	1.5109420000000000e+02		O
Homebush West	NSW		-3.3863100000000003e+01	1.5106790000000001e+02		O
Wagstaffe	NSW		-3.3524299999999997e+01	1.5134289999999999e+02	Wagstaff	O
Mount Vernon	NSW		-3.3856800000000000e+01	1.5080959999999999e+02		O
East Kurrajong	NSW		-3.3515200000000000e+01	1.5076790000000000e+02		O
Constitution Hill	NSW		-3.3791600000000003e+01	1.5097730000000001e+02		O
Holroyd	NSW		-3.3829900000000002e+01	1.5099760000000001e+02		O
Concord West	NSW		-3.3844499999999996e+01	1.5109020000000001e+02		O
Balmain East	NSW		-3.3848500000000001e+01	1.5118459999999999e+02		O
Oatlands	NSW		-3.3794300000000000e+01	1.5103180000000000e+02		O
Windsor Downs	NSW		-3.3656799999999997e+01	1.5080959999999999e+02		O
One Mile	NSW		-3.2765200000000000e+01	1.5211510000000001e+02		O
Ferodale	NSW		-3.2681800000000003e+01	1.5185120000000001e+02		O
Twelve Mile Creek	NSW		-3.2640200000000000e+01	1.5186789999999999e+02		O
Balickera	NSW		-3.2648499999999999e+01	1.5180959999999999e+02		O
East Seaham	NSW		-3.2640200000000000e+01	1.5174850000000001e+02		O
Sapphire Beach	NSW		-3.0231800000000000e+01	1.5315119999999999e+02	Mid Sapphire	O
Callaghan	NSW		-3.2890200000000000e+01	1.5170120000000000e+02		O
Fletcher	NSW		-3.2865200000000002e+01	1.5163460000000001e+02		O
Waratah West	NSW		-3.2901299999999999e+01	1.5171510000000001e+02		O
The Hill	NSW		-3.2931800000000003e+01	1.5177619999999999e+02		O
North Lambton	NSW		-3.2904100000000000e+01	1.5170400000000001e+02		O
Newcastle West	NSW		-3.2928800000000003e+01	1.5175999999999999e+02		O
Newcastle East	NSW		-3.2926299999999998e+01	1.5179010000000000e+02		O
Mayfield West	NSW		-3.2890200000000000e+01	1.5172620000000001e+02		O
Mayfield North	NSW		-3.2890200000000000e+01	1.5174289999999999e+02		O
Mayfield East	NSW		-3.2898499999999999e+01	1.5174979999999999e+02		O
Lenaghan	NSW		-3.2848500000000001e+01	1.5162899999999999e+02		O
Kooragang	NSW		-3.2876300000000001e+01	1.5176790000000000e+02		O
Bexley North	NSW		-3.3940199999999997e+01	1.5111369999999999e+02		O
Ramsgate Beach	NSW		-3.3981800000000000e+01	1.5114850000000001e+02		O
Homebush Bay	NSW		-3.3837400000000002e+01	1.5106680000000000e+02		H
Rookwood	NSW		-3.3869300000000003e+01	1.5105539999999999e+02		O
Cecil Hills	NSW		-3.3890200000000000e+01	1.5085120000000001e+02		O
Hamilton South	NSW		-3.2930500000000002e+01	1.5175120000000001e+02		O
Hamilton North	NSW		-3.2915199999999999e+01	1.5173599999999999e+02		O
Hamilton East	NSW		-3.2924900000000001e+01	1.5175399999999999e+02		O
Wareemba	NSW		-3.3857599999999998e+01	1.5113200000000001e+02		O
North Nowra	NSW		-3.4865200000000002e+01	1.5058459999999999e+02	Illaroo (?)	O
Bankstown Aerodrome	NSW		-3.3923499999999997e+01	1.5099010000000001e+02		O
Potts Hill	NSW		-3.3890200000000000e+01	1.5103039999999999e+02		O
Burwood Heights	NSW		-3.3889499999999998e+01	1.5110400000000001e+02		O
Denistone West	NSW		-3.3800899999999999e+01	1.5107700000000000e+02		O
Denistone East	NSW		-3.3794300000000000e+01	1.5109289999999999e+02		O
East Ryde	NSW		-3.3806800000000003e+01	1.5113319999999999e+02		O
West Ryde	NSW		-3.3809600000000003e+01	1.5108600000000001e+02		O
North Ryde	NSW		-3.3795699999999997e+01	1.5112209999999999e+02		O
Dangar Island	NSW		-3.3539600000000000e+01	1.5123920000000001e+02		O
Barden Ridge	NSW		-3.4035499999999999e+01	1.5100540000000001e+02	Lucas Heights	O
Kincumber South	NSW		-3.3481800000000000e+01	1.5136789999999999e+02		O
Camden South	NSW		-3.4082299999999996e+01	1.5070060000000001e+02	Benkennie	O
Tocal	NSW		-3.2640200000000000e+01	1.5159289999999999e+02		O
Pitnacree	NSW		-3.2726300000000002e+01	1.5159569999999999e+02		O
Ashtonfield	NSW		-3.2781799999999997e+01	1.5160120000000001e+02		O
West Pymble	NSW		-3.3756799999999998e+01	1.5112899999999999e+02		O
North Wahroonga	NSW		-3.3692999999999998e+01	1.5112620000000001e+02		O
East Lindfield	NSW		-3.3770699999999998e+01	1.5119010000000000e+02		O
East Killara	NSW		-3.3756799999999998e+01	1.5117619999999999e+02		O
Croudace Bay	NSW		-3.3004100000000001e+01	1.5164290000000000e+02	Croudace	O
Swansea Heads	NSW		-3.3093000000000004e+01	1.5166229999999999e+02		O
Seahampton	NSW		-3.2884000000000000e+01	1.5158519999999999e+02		O
Rathmines	NSW		-3.3039499999999997e+01	1.5157890000000000e+02		O
Morisset Park	NSW		-3.3120699999999999e+01	1.5153460000000001e+02		O
Macquarie Hills	NSW		-3.2952700000000000e+01	1.5164980000000000e+02		O
Lakelands	NSW		-3.2960999999999999e+01	1.5164980000000000e+02		O
Carey Bay	NSW		-3.3029100000000000e+01	1.5160960000000000e+02	Cary Bay	O
Cardiff South	NSW		-3.2952700000000000e+01	1.5166229999999999e+02		O
Queens Park	NSW		-3.3899400000000000e+01	1.5124719999999999e+02		O
Blackmans Flat	NSW		-3.3335200000000000e+01	1.5007069999999999e+02		O
Lake Haven	NSW		-3.3240200000000002e+01	1.5150120000000001e+02		O
Rocky Point	NSW		-3.3297100000000000e+01	1.5146789999999999e+02		O
Wadalba	NSW		-3.3273499999999999e+01	1.5146789999999999e+02		O
Watanobbi	NSW		-3.3269300000000001e+01	1.5142619999999999e+02		O
Magenta	NSW		-3.3298499999999997e+01	1.5154290000000000e+02		O
Moonee	NSW		-3.3173499999999997e+01	1.5162620000000001e+02		O
Point Wolstoncroft	NSW		-3.3126300000000001e+01	1.5158179999999999e+02		O
Wybung	NSW		-3.3190199999999997e+01	1.5160120000000001e+02		O
Halekulani	NSW		-3.3219299999999997e+01	1.5155119999999999e+02		O
Doyalson North	NSW		-3.3187399999999997e+01	1.5154290000000000e+02		O
Crangan Bay	NSW		-3.3173499999999997e+01	1.5159289999999999e+02		O
Canton Beach	NSW		-3.3273499999999999e+01	1.5154849999999999e+02		O
Bushells Ridge	NSW		-3.3198500000000003e+01	1.5146789999999999e+02		O
Budgewoi Peninsula	NSW		-3.3215200000000003e+01	1.5158459999999999e+02	Budgewoi Peninsular	O
Blue Bay	NSW		-3.3352699999999999e+01	1.5150120000000001e+02		O
Alison	NSW		-3.3265200000000000e+01	1.5139850000000001e+02		O
North Macquarie	NSW		-3.4570700000000002e+01	1.5074289999999999e+02	The Meadows	O
Palmdale	NSW		-3.3331800000000001e+01	1.5136789999999999e+02		O
Mardi	NSW		-3.3290199999999999e+01	1.5140960000000001e+02		O
Tacoma South	NSW		-3.3295699999999997e+01	1.5145259999999999e+02		O
Colongra	NSW		-3.3206800000000001e+01	1.5154290000000000e+02		O
Glenning Valley	NSW		-3.3348500000000001e+01	1.5141790000000000e+02		O
Kiar	NSW		-3.3206800000000001e+01	1.5144290000000001e+02		O
Hinchinbrook	NSW		-3.3915199999999999e+01	1.5086789999999999e+02		O
Alfredtown	NSW		-3.5165199999999999e+01	1.4751790000000000e+02	Alfred Town	O
Hebersham	NSW		-3.3746000000000002e+01	1.5082429999999999e+02		O
Hassall Grove	NSW		-3.3731800000000000e+01	1.5083459999999999e+02		O
Glenfield Park	NSW		-3.5131799999999998e+01	1.4733459999999999e+02		O
Buttaba	NSW		-3.3051299999999998e+01	1.5158459999999999e+02		O
Wallabi Point	NSW		-3.1990500000000001e+01	1.5256330000000000e+02	Saltwater	O
East Gosford	NSW		-3.3431800000000003e+01	1.5135120000000001e+02		O
Busby	NSW		-3.3915199999999999e+01	1.5088460000000001e+02		O
Tapitallee	NSW		-3.4815199999999997e+01	1.5051790000000000e+02	Tapitallie	O
Tamarama	NSW		-3.3898499999999999e+01	1.5126790000000000e+02		O
Burwood	NSW		-3.3873500000000000e+01	1.5110120000000001e+02		O
South Turramurra	NSW		-3.3748500000000000e+01	1.5110120000000001e+02		O
Shadforth	NSW		-3.3381799999999998e+01	1.4920120000000000e+02		O
Bundewallah	NSW		-3.4750799999999998e+01	1.5066560000000001e+02		O
Saltwater	NSW		-3.2007500000000000e+01	1.5253919999999999e+02		O
Burrell Creek	NSW		-3.1948499999999999e+01	1.5228460000000001e+02		O
Castle Cove	NSW		-3.3781799999999997e+01	1.5120120000000000e+02	Castlecove	O
Burraneer	NSW		-3.4065199999999997e+01	1.5113460000000001e+02		O
Burrandana	NSW		-3.5415199999999999e+01	1.4733459999999999e+02		O
Oakhampton Heights	NSW		-3.2709099999999999e+01	1.5155029999999999e+02		O
North Wollongong	NSW		-3.4411299999999997e+01	1.5089349999999999e+02		O
North Turramurra	NSW		-3.3691499999999998e+01	1.5115379999999999e+02		O
North Bondi	NSW		-3.3886200000000002e+01	1.5128160000000000e+02		O
Brightwaters	NSW		-3.3111899999999999e+01	1.5154509999999999e+02	Brightwaters No. 1	O
Bourkelands	NSW		-3.5156300000000002e+01	1.4734760000000000e+02		O
Boorooma	NSW		-3.5072200000000002e+01	1.4736770000000001e+02		O
Bonnells Bay	NSW		-3.3109800000000000e+01	1.5152160000000001e+02	Scarborough	O
Mount Pleasant	NSW		-3.4395699999999998e+01	1.5086820000000000e+02		O
Bondi Beach	NSW		-3.3890999999999998e+01	1.5127410000000000e+02		O
Bligh Park	NSW		-3.3638500000000001e+01	1.5079800000000000e+02		O
Belmont South	NSW		-3.3053400000000003e+01	1.5166030000000001e+02	South Belmont	O
Belmont North	NSW		-3.3015200000000000e+01	1.5166790000000000e+02		O
Lloyd	NSW		-3.5148499999999999e+01	1.4733459999999999e+02		O
Balcolyn	NSW		-3.3094700000000003e+01	1.5155199999999999e+02		O
Arndell Park	NSW		-3.3790199999999999e+01	1.5087620000000001e+02		O
Kings Park	NSW		-3.3743400000000001e+01	1.5090860000000001e+02		O
Yarrawonga Park	NSW		-3.3100299999999997e+01	1.5154679999999999e+02		O
Yarrawarrah	NSW		-3.4048499999999997e+01	1.5103460000000001e+02		O
Yarramundi	NSW		-3.3631799999999998e+01	1.5066790000000000e+02	Kearns Retreat	O
Drummoyne	NSW		-3.3856800000000000e+01	1.5115119999999999e+02		O
Yarramalong	NSW		-3.3223500000000001e+01	1.5128460000000001e+02		O
Yarragundry	NSW		-3.5115200000000002e+01	1.4723460000000000e+02		O
Zetland	NSW		-3.3907699999999998e+01	1.5120820000000001e+02		O
Yowie Bay	NSW		-3.4050400000000003e+01	1.5110339999999999e+02		O
Doyalson	NSW		-3.3198500000000003e+01	1.5151790000000000e+02		O
Downside	NSW		-3.4998500000000000e+01	1.4735120000000001e+02		O
Dover Heights	NSW		-3.3873100000000001e+01	1.5128100000000001e+02		O
Yoogali	NSW		-3.4298499999999997e+01	1.4608459999999999e+02		O
Diamond Beach	NSW		-3.2040199999999999e+01	1.5253460000000001e+02	Red Head	O
Double Bay	NSW		-3.3873500000000000e+01	1.5124289999999999e+02		O
Dharruk	NSW		-3.3748100000000001e+01	1.5081460000000001e+02		O
Yerriyong	NSW		-3.4992699999999999e+01	1.5048519999999999e+02	Yerriyong Public School Site	O
Dora Creek	NSW		-3.3081800000000001e+01	1.5150120000000001e+02		O
Bundeena	NSW		-3.4081800000000001e+01	1.5115119999999999e+02		O
Yenda	NSW		-3.4248500000000000e+01	1.4620120000000000e+02		O
Dooralong	NSW		-3.3181800000000003e+01	1.5135120000000001e+02	Duralong	O
Doonside	NSW		-3.3768000000000001e+01	1.5086789999999999e+02	Walkara	O
Yellow Rock	NSW		-3.4590200000000003e+01	1.5074289999999999e+02		O
Dulwich Hill	NSW		-3.3906799999999997e+01	1.5114290000000000e+02		O
Duffys Forest	NSW		-3.3673499999999997e+01	1.5119290000000001e+02		O
Dolphin Point	NSW		-3.5398499999999999e+01	1.5045120000000000e+02		O
Dollys Flat	NSW		-3.1864599999999999e+01	1.5229910000000001e+02	Doolee Flat	O
Dolls Point	NSW		-3.3993600000000001e+01	1.5114460000000000e+02		O
Dolans Bay	NSW		-3.4063699999999997e+01	1.5112629999999999e+02		O
Yattalunga	NSW		-3.3468200000000003e+01	1.5136640000000000e+02		O
Dudley	NSW		-3.2990200000000002e+01	1.5171789999999999e+02		O
Duckenfield	NSW		-3.2731800000000000e+01	1.5168459999999999e+02		O
Wherrol Flat	NSW		-3.1781800000000000e+01	1.5223460000000000e+02		O
Willoughby	NSW		-3.3806500000000000e+01	1.5120020000000000e+02		O
Willmot	NSW		-3.3724899999999998e+01	1.5079400000000001e+02		O
Wheeler Heights	NSW		-3.3731800000000000e+01	1.5126790000000000e+02		O
Wollstonecraft	NSW		-3.3833199999999998e+01	1.5119560000000001e+02		O
Williamtown	NSW		-3.2815199999999997e+01	1.5184289999999999e+02		O
Whalan	NSW		-3.3756799999999998e+01	1.5080959999999999e+02		O
Wetherill Park	NSW		-3.3848500000000001e+01	1.5090119999999999e+02		O
Wrights Beach	NSW		-3.5115200000000002e+01	1.5066790000000000e+02		O
Woy Woy Bay	NSW		-3.3483800000000002e+01	1.5131370000000001e+02		O
Woy Woy	NSW		-3.3488199999999999e+01	1.5132759999999999e+02	Webbs Flat	O
Willbriggie	NSW		-3.4465200000000003e+01	1.4601790000000000e+02		O
Whale Beach	NSW		-3.3606800000000000e+01	1.5133459999999999e+02		O
Woronora Heights	NSW		-3.4033900000000003e+01	1.5103000000000000e+02		O
Woronora	NSW		-3.4029000000000003e+01	1.5104040000000001e+02		O
West Wollongong	NSW		-3.4423499999999997e+01	1.5086680000000001e+02		O
West Wallsend	NSW		-3.2898499999999999e+01	1.5158459999999999e+02	Wallsend West	O
West Tamworth	NSW		-3.1099900000000002e+01	1.5090539999999999e+02		O
West Pennant Hills	NSW		-3.3747700000000002e+01	1.5103290000000001e+02		O
Wiley Park	NSW		-3.3923200000000001e+01	1.5106790000000001e+02		O
Westmead	NSW		-3.3806800000000003e+01	1.5098460000000000e+02		O
Westleigh	NSW		-3.3715200000000003e+01	1.5106790000000001e+02	West Thornleigh	O
Woolwich	NSW		-3.3840200000000003e+01	1.5116790000000000e+02		O
Wisemans Ferry	NSW		-3.3381799999999998e+01	1.5098460000000000e+02		O
Werrington Downs	NSW		-3.3741599999999998e+01	1.5073210000000000e+02		O
Werrington County	NSW		-3.3747000000000000e+01	1.5074870000000001e+02	Werrington Farm	O
West Hoxton	NSW		-3.3931800000000003e+01	1.5083459999999999e+02		O
West Gosford	NSW		-3.3415199999999999e+01	1.5131790000000001e+02	Gosford West	O
Westdale	NSW		-3.1090199999999999e+01	1.5085120000000001e+02		O
Woolooware	NSW		-3.4057200000000002e+01	1.5113890000000001e+02		O
Woolloomooloo	NSW		-3.3870399999999997e+01	1.5122030000000001e+02	Wullaoomullah	O
Winston Hills	NSW		-3.3776299999999999e+01	1.5098179999999999e+02		O
Winmalee	NSW		-3.3681800000000003e+01	1.5060120000000001e+02	North Springwood	O
Wilberforce	NSW		-3.3556800000000003e+01	1.5083459999999999e+02		O
Widgelli	NSW		-3.4331800000000001e+01	1.4613460000000001e+02		O
Werrington	NSW		-3.3758699999999997e+01	1.5075040000000001e+02		O
Woollahra	NSW		-3.3885800000000003e+01	1.5124150000000000e+02		O
Woolgoolga	NSW		-3.0115200000000002e+01	1.5320120000000000e+02		O
Wingham	NSW		-3.1865200000000002e+01	1.5236789999999999e+02		O
Wickham	NSW		-3.2923499999999997e+01	1.5175960000000001e+02	Town of Wickham	O
Wentworthville	NSW		-3.3806800000000003e+01	1.5096789999999999e+02		O
Woodville	NSW		-3.2665199999999999e+01	1.5160120000000001e+02		O
Wendoree Park	NSW		-3.3455900000000000e+01	1.5116069999999999e+02		O
Woodpark	NSW		-3.3841400000000000e+01	1.5096010000000001e+02		O
Windsor	NSW		-3.3611600000000003e+01	1.5081350000000000e+02		O
Woodhill	NSW		-3.4731800000000000e+01	1.5068459999999999e+02		O
Windermere Park	NSW		-3.3115200000000002e+01	1.5153460000000001e+02		O
Windermere	NSW		-3.2681800000000003e+01	1.5144290000000001e+02		O
Windella	NSW		-3.2690199999999997e+01	1.5148040000000000e+02		O
Windang	NSW		-3.4527700000000003e+01	1.5087150000000000e+02	Berwurra	O
Windale	NSW		-3.2991700000000002e+01	1.5168150000000000e+02		O
Yagoona	NSW		-3.3906799999999997e+01	1.5102619999999999e+02		O
Woodbine	NSW		-3.4040199999999999e+01	1.5082620000000000e+02		O
Woodberry	NSW		-3.2790199999999999e+01	1.5166790000000000e+02		O
Wyong Creek	NSW		-3.3251500000000000e+01	1.5131020000000001e+02		O
Wyongah	NSW		-3.3273499999999999e+01	1.5148460000000000e+02		O
Wyong	NSW		-3.3281799999999997e+01	1.5141790000000000e+02	Wyong Place	O
Wyoming	NSW		-3.3406799999999997e+01	1.5135960000000000e+02		O
Whitebridge	NSW		-3.2973900000000000e+01	1.5171590000000000e+02		O
Wyee	NSW		-3.3181800000000003e+01	1.5148460000000000e+02		O
Warrawong	NSW		-3.4487099999999998e+01	1.5088370000000000e+02		O
Warrawee	NSW		-3.3723500000000001e+01	1.5112620000000001e+02		O
Wallerawang	NSW		-3.3406799999999997e+01	1.5006790000000001e+02		O
Waverton	NSW		-3.3838200000000001e+01	1.5119909999999999e+02		O
Valentine	NSW		-3.3015200000000000e+01	1.5163460000000001e+02		O
Waverley	NSW		-3.3898499999999999e+01	1.5125960000000001e+02		O
Warnervale	NSW		-3.3248500000000000e+01	1.5143119999999999e+02		O
Warners Bay	NSW		-3.2981800000000000e+01	1.5165119999999999e+02		O
Wallalong	NSW		-3.2698500000000003e+01	1.5165119999999999e+02	Abbotsford	O
Vaucluse	NSW		-3.3856800000000000e+01	1.5126790000000000e+02	Valla Clausa	O
Varroville	NSW		-3.4006799999999998e+01	1.5081790000000001e+02		O
Warilla	NSW		-3.4552700000000002e+01	1.5085960000000000e+02		O
Wallacia	NSW		-3.3865200000000002e+01	1.5063460000000001e+02		O
Uranquinty	NSW		-3.5198500000000003e+01	1.4725120000000001e+02	Village of Uranquintry	O
Warburn	NSW		-3.4181800000000003e+01	1.4593459999999999e+02		O
Upper Mangrove	NSW		-3.3306800000000003e+01	1.5112620000000001e+02	Upper Mangrove Creek	O
Upper Lansdowne	NSW		-3.1698499999999999e+01	1.5246789999999999e+02		O
Watsons Bay	NSW		-3.3840400000000002e+01	1.5128160000000000e+02		O
Watersleigh	NSW		-3.4855499999999999e+01	1.5051900000000001e+02		O
Waratah	NSW		-3.2905500000000004e+01	1.5172499999999999e+02		O
Warabrook	NSW		-3.2881799999999998e+01	1.5171789999999999e+02		O
Upper Turon	NSW		-3.3115200000000002e+01	1.4977619999999999e+02		O
Waterloo	NSW		-3.3900399999999998e+01	1.5120769999999999e+02		O
Wang Wauk	NSW		-3.2142499999999998e+01	1.5229169999999999e+02		O
Wangi Wangi	NSW		-3.3065199999999997e+01	1.5156790000000001e+02		O
Wakefield	NSW		-3.2948500000000003e+01	1.5155119999999999e+02		O
Waitui	NSW		-3.1698499999999999e+01	1.5255119999999999e+02	Wytooee	O
Waitara	NSW		-3.3709600000000002e+01	1.5110570000000001e+02		O
Waterfall	NSW		-3.4131799999999998e+01	1.5099289999999999e+02	Village of Waterfall	O
Wahroonga	NSW		-3.3706800000000001e+01	1.5111789999999999e+02		O
Unanderra	NSW		-3.4457099999999997e+01	1.5084430000000000e+02		O
Wakeley	NSW		-3.3873899999999999e+01	1.5090860000000001e+02		O
Warwick Farm	NSW		-3.3915199999999999e+01	1.5093459999999999e+02		O
Wamberal	NSW		-3.3431800000000003e+01	1.5144290000000001e+02		O
Voyager Point	NSW		-3.3958799999999997e+01	1.5097389999999999e+02		O
Vineyard	NSW		-3.3648499999999999e+01	1.5086789999999999e+02		O
Villawood	NSW		-3.3881799999999998e+01	1.5097620000000001e+02		O
Warriewood	NSW		-3.3681800000000003e+01	1.5128460000000001e+02		O
Wallsend	NSW		-3.2898499999999999e+01	1.5166790000000000e+02		O
Wedderburn	NSW		-3.4148499999999999e+01	1.5081790000000001e+02		O
Tregear	NSW		-3.3748500000000000e+01	1.5079570000000001e+02		O
Tomago	NSW		-3.2815199999999997e+01	1.5170120000000000e+02		O
Thornton	NSW		-3.2781799999999997e+01	1.5164290000000000e+02		O
Thornleigh	NSW		-3.3729100000000003e+01	1.5107620000000000e+02		O
Twelve Mile Peg	NSW		-3.5151800000000001e+01	1.5039230000000001e+02		O
Tolwong	NSW		-3.4848500000000001e+01	1.5013460000000001e+02		O
Tolland	NSW		-3.5148499999999999e+01	1.4735120000000001e+02		O
Turvey Park	NSW		-3.5131799999999998e+01	1.4736789999999999e+02		O
Turrella	NSW		-3.3931800000000003e+01	1.5114290000000000e+02		O
Turramurra	NSW		-3.3731800000000000e+01	1.5113460000000001e+02		O
Towradgi	NSW		-3.4385199999999998e+01	1.5090539999999999e+02		O
The Slopes	NSW		-3.3533099999999997e+01	1.5070400000000001e+02		O
Tinonee	NSW		-3.1948499999999999e+01	1.5241790000000000e+02		O
Toukley	NSW		-3.3263500000000001e+01	1.5153149999999999e+02	Toukley Oukley	O
Tingira Heights	NSW		-3.2995699999999999e+01	1.5165960000000001e+02		O
The Rocks	NSW		-3.3856800000000000e+01	1.5120959999999999e+02		O
The Rock	NSW		-3.5265200000000000e+01	1.4711789999999999e+02		O
Toronto	NSW		-3.3014299999999999e+01	1.5157839999999999e+02		O
Toowoon Bay	NSW		-3.3362499999999997e+01	1.5149990000000000e+02	Chinamen's Beach	O
Tumbi Umbi	NSW		-3.3365200000000002e+01	1.5144290000000001e+02	Tombi Ombi	O
Toormina	NSW		-3.0348500000000001e+01	1.5308459999999999e+02		O
Ultimo	NSW		-3.3881799999999998e+01	1.5120120000000000e+02		O
Tullimbar	NSW		-3.4576300000000003e+01	1.5073460000000000e+02	Macquarie River	O
Toongabbie	NSW		-3.3787399999999998e+01	1.5095120000000000e+02		O
Tighes Hill	NSW		-3.2905299999999997e+01	1.5175430000000000e+02		O
Ulong	NSW		-3.0231800000000000e+01	1.5288460000000001e+02		O
Tuggerawong	NSW		-3.3281799999999997e+01	1.5148460000000000e+02		O
Tuggerah	NSW		-3.3298499999999997e+01	1.5143459999999999e+02	Tag-Go-Rah-Yago	O
Tongarra	NSW		-3.4581800000000001e+01	1.5070120000000000e+02		O
Thurgoona	NSW		-3.6031799999999997e+01	1.4700120000000001e+02	Thurgona	O
