region_id,Median_age_persons,Median_mortgage_repay_monthly,Median_Tot_prsnl_inc_weekly,Median_rent_weekly_,Median_Tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_Tot_hhd_inc_weekly,Average_household_size
UCL215052,42,991,426,175,1208,1.1,960,2.5
UCL215053,48,867,405,180,948,1.1,663,2.2
UCL215054,48,1018,468,180,969,1.1,772,2.1
UCL215055,47,1170,409,175,958,1.1,722,2.2
UCL215056,46,1300,443,195,970,1.1,792,2.2
UCL215057,47,867,424,157,968,1.1,711,2.2
UCL215058,47,823,487,138,1045,1.1,815,2.2
UCL215059,43,1083,424,160,1002,1.1,745,2.3
UCL215060,45,900,381,150,865,1.1,646,2.2
UCL215061,48,780,447,120,1180,1.1,795,2.2
UCL215062,57,1250,423,200,916,1.0,744,2.1
UCL215063,54,1509,565,249,1381,1.0,1008,2.2
UCL215064,50,1574,502,215,1297,1.1,915,2.2
UCL215065,57,1420,408,230,930,1.0,737,2.0
UCL215066,41,1000,390,160,889,1.1,707,2.4
UCL215067,38,1700,678,255,1841,1.1,1653,2.9
UCL215068,37,1055,386,156,921,1.2,773,2.6
UCL215069,49,1055,439,140,1057,1.1,814,2.3
UCL215070,37,1517,584,260,1535,1.1,1357,2.9
UCL215071,39,1000,418,145,927,1.1,784,2.4
UCL215072,43,1311,524,168,1214,1.1,916,2.3
UCL215073,53,1192,482,248,1174,1.1,897,2.0
UCL215074,33,1517,646,268,1450,1.1,1345,2.9
UCL215075,47,867,407,130,923,1.1,711,2.1
UCL215076,54,1517,391,240,910,1.0,732,2.2
UCL215077,40,1300,491,170,1165,1.1,940,2.4
UCL215078,41,1300,494,180,1175,1.1,961,2.4
UCL215079,45,1031,432,150,1099,1.1,789,2.3
UCL215080,39,1007,446,150,1044,1.1,797,2.4
UCL215081,39,1322,513,210,1337,1.1,1030,2.4
UCL215082,36,1733,597,250,1454,1.1,1442,3.1
UCL215083,44,1350,428,230,943,1.1,784,2.3
UCL215084,49,758,426,135,979,1.1,694,2.1
UCL215085,37,1733,558,261,1375,1.1,1144,2.7
UCL215086,44,1200,438,200,1062,1.0,883,2.3
UCL215087,41,1875,733,684,2542,1.0,2533,3.4
UCL215088,41,1582,577,250,1608,1.1,1242,2.6
UCL215089,34,1408,530,236,1251,1.1,1089,2.7
UCL215090,44,880,419,148,997,1.1,815,2.2
UCL215091,36,1733,600,285,1387,1.0,1214,2.7
UCL215092,40,1517,468,230,1186,1.1,987,2.6
UCL215093,38,1300,453,200,1287,1.1,964,2.4
UCL215094,48,990,393,160,869,1.0,643,2.1
UCL215095,49,1118,420,200,939,1.1,719,2.1
UCL221001,33,1517,647,250,1513,1.1,1419,3.0
UCL221002,43,1200,511,180,1183,1.1,1042,2.4
UCL221003,46,1062,365,137,769,1.1,611,2.1
UCL221004,35,1160,523,230,1312,1.1,1106,2.7
UCL221005,37,1517,644,0,2065,1.1,1819,3.6
UCL221006,52,900,388,135,885,1.1,636,2.0
UCL221007,46,634,440,100,1068,1.1,719,2.3
UCL221008,41,867,441,190,1259,1.1,871,2.3
UCL221009,53,802,387,100,978,1.1,748,2.2
UCL221010,40,1083,420,150,1069,1.1,869,2.4
UCL221011,46,1110,389,160,1021,1.1,835,2.5
UCL221012,37,1582,690,270,1559,1.1,1540,3.1
UCL221013,36,1517,580,320,1362,1.1,1406,3.1
UCL221014,40,1465,623,250,1303,1.1,1152,2.6
UCL221015,49,1192,518,250,1218,1.0,1036,2.2
UCL221016,31,1733,689,210,1413,1.0,1452,2.9
UCL221017,42,867,416,138,975,1.1,813,2.5
UCL221018,51,758,393,120,890,1.1,665,2.1
UCL221019,44,1300,471,180,1172,1.1,881,2.3
UCL221020,48,1034,380,150,876,1.1,672,2.3
UCL221021,54,748,366,123,809,1.1,626,2.0
UCL221022,48,1476,398,220,883,1.1,749,2.2
UCL221023,56,1250,367,200,777,1.0,586,1.9
UCL221024,59,704,342,150,670,1.1,514,2.0
UCL221025,55,1350,451,200,1009,1.1,890,2.4
UCL221026,44,1300,439,250,1113,1.1,897,2.4
UCL221027,52,650,437,120,966,1.0,593,1.9
UCL221028,54,1278,390,174,874,1.1,667,2.0
UCL221029,52,650,380,150,900,1.0,644,2.1
UCL221030,55,2300,617,316,1302,1.1,1184,2.2
UCL221031,40,1700,540,235,1407,1.1,1282,2.9
UCL221032,36,1170,558,135,1508,1.1,1460,2.8
UCL221033,54,1083,377,185,793,1.1,650,2.0
UCL221034,43,1733,631,11,1437,1.1,1209,2.8
UCL221035,51,676,439,130,1161,1.0,823,2.2
UCL221036,35,2167,648,260,1864,1.1,1862,3.4
UCL221037,52,1713,424,250,1005,1.0,787,2.1
UCL221038,57,803,358,125,880,1.1,641,2.1
UCL221039,39,1300,522,220,1442,1.1,1205,2.9
UCL221040,48,700,438,102,949,1.1,716,2.1
UCL221041,37,1647,540,145,1350,1.1,1234,2.8
UCL221042,37,1800,581,400,1506,1.1,1572,3.0
UCL221043,41,888,452,160,927,1.1,822,2.5
UCL221044,48,1350,467,198,979,1.1,820,2.3
UCL221045,36,1300,562,265,1294,1.1,1297,2.9
UCL221046,61,494,333,150,614,1.0,505,1.8
UCL221047,54,1395,391,150,904,1.1,663,2.0
UCL221048,40,1300,461,200,1156,1.1,951,2.5
UCL221049,40,2100,609,35,1730,1.2,1542,3.2
UCL221050,56,1400,514,200,1057,1.1,902,2.2
UCL221051,33,1733,590,450,1672,1.1,1536,3.2
UCL221052,41,1051,398,150,903,1.1,758,2.4
UCL221053,47,748,417,120,947,1.1,743,2.3
UCL221054,43,1250,511,160,1034,1.1,976,2.4
UCL221055,59,1200,439,185,917,1.0,870,2.2
UCL221056,50,1040,396,166,955,1.1,675,2.1
UCL221057,38,1300,518,250,1221,1.1,1045,2.9
UCL221058,29,2114,791,310,1887,1.0,1686,2.7
UCL221059,42,1131,473,190,1166,1.1,884,2.4
UCL221060,50,509,380,80,792,1.1,609,2.1
UCL221061,62,1029,385,215,837,1.1,796,2.0
UCL221062,55,1900,460,270,1057,1.0,869,2.1
UCL221063,37,1127,544,168,1157,1.1,1005,2.3
UCL221064,52,867,369,130,804,1.1,630,2.1
UCL221065,45,650,420,75,934,1.1,710,2.2
UCL221066,32,1473,601,270,1345,1.1,1312,3.0
UCL221067,41,1300,514,230,1173,1.1,996,2.4
UCL221068,47,1083,426,160,1010,1.1,819,2.2
UCL221069,39,1733,586,230,1495,1.1,1417,3.0
UCL221070,43,1040,492,155,1131,1.1,930,2.5
UCL221071,35,1993,620,210,1553,1.1,1232,2.8
UCL221072,48,1300,391,233,1205,1.1,830,2.3
UCL221073,56,1350,455,221,1028,1.0,900,2.2
UCL221074,54,1203,358,191,693,1.1,547,1.8
UCL221075,52,1235,400,160,1010,1.1,742,2.2
UCL221076,53,542,352,110,792,1.1,579,1.9
UCL221077,44,1750,601,280,1466,1.1,1115,2.4
UCL221078,31,1863,535,133,1424,1.1,1172,3.0
UCL221079,53,531,362,100,766,1.0,614,2.0
UCL221080,44,1500,504,175,1455,1.1,1138,2.5
UCL221081,40,1192,521,111,1224,1.1,965,2.5
UCL222001,39,1192,714,0,2222,1.0,1966,3.1
UCL222002,45,2167,714,290,1700,1.0,1416,2.5
UCL222003,42,1383,423,275,933,1.2,939,2.5
UCL222004,26,0,825,0,0,0,0,0
UCL222005,45,737,398,140,929,1.2,654,2.3
UCL222006,40,1083,575,255,1375,1.1,1062,2.7
UCL222007,43,1047,373,150,1187,1.1,1025,2.7
UCL222008,55,310,367,40,1017,1.0,529,2.0
UCL222009,42,1473,545,160,1268,1.1,921,2.3
UCL222010,46,1230,441,150,1278,1.1,771,2.0
UCL222011,48,1625,374,150,895,1.2,733,2.3
UCL222012,41,1365,615,235,1647,1.1,1523,2.8
UCL222013,35,1000,557,222,1547,1.1,1275,3.1
UCL222014,46,1500,535,280,1524,1.0,1212,2.5
UCL222015,45,1509,384,220,1042,1.1,900,2.3
UCL222016,50,1482,641,277,1426,1.0,1385,2.5
UCL222017,40,2037,615,200,1442,1.1,1451,3.0
UCL222018,39,1647,590,226,1620,1.1,1510,3.0
UCL222019,33,1150,489,240,1174,1.1,962,2.2
UCL222020,36,1300,528,150,1312,1.1,1181,2.8
UCL222021,42,650,354,90,972,1.1,724,2.4
UCL222022,57,735,360,100,817,1.0,653,1.9
UCL222023,35,1408,785,340,1583,1.1,1481,2.0
UCL222024,42,1600,602,264,1589,1.1,1442,3.0
UCL222025,39,702,549,168,1281,1.1,1125,2.2
UCL222026,45,800,474,138,1034,1.1,746,2.1
UCL222027,57,949,439,185,781,1.1,640,2.2
UCL222028,38,1580,474,270,1100,1.1,930,2.6
UCL222029,30,0,766,640,2083,1.2,949,1.4
UCL222030,47,1480,531,195,1191,1.0,1014,2.3
UCL222031,42,1517,624,0,1524,1.1,1228,3.0
UCL222032,59,652,320,162,683,1.0,534,1.8
UCL222033,34,975,594,140,1302,1.1,1228,2.7
UCL222034,43,1473,481,255,1437,1.2,1031,2.5
UCL222035,55,732,328,50,875,1.0,561,1.9
UCL222036,39,910,417,210,1017,1.2,733,2.5
UCL222037,46,1000,359,120,937,1.1,636,2.2
UCL222038,45,1483,572,170,1318,1.0,862,2.5
UCL222039,40,1300,511,200,976,1.1,870,2.7
UCL222040,39,691,532,170,1125,1.1,878,2.1
UCL222041,41,1517,425,251,1274,1.2,900,2.3
UCL222042,50,542,319,103,718,1.1,569,2.2
UCL222043,42,1000,409,150,854,1.2,837,2.4
UCL222044,41,1300,529,200,1449,1.1,1134,2.7
UCL222045,37,1688,477,0,1392,1.1,1485,3.2
UCL222046,36,1896,687,225,1853,1.0,1591,2.9
UCL222047,46,1777,586,280,1524,1.1,1166,2.2
UCL222048,48,1079,487,130,1062,1.1,831,2.2
UCL222049,50,600,368,93,961,1.0,677,2.2
UCL222050,45,1192,468,210,1044,1.1,919,2.4
UCL222051,45,852,377,140,915,1.1,727,2.1
UCL222052,55,542,353,100,733,1.1,577,1.9
UCL222053,39,1309,725,243,1416,1.0,1437,3.0
UCL222054,46,1083,411,128,873,1.1,718,2.3
UCL222055,49,758,393,150,850,1.1,587,2.1
UCL222056,48,758,412,100,1292,1.2,779,2.2
UCL222057,49,1506,468,208,870,1.0,959,2.2
UCL222058,50,1050,487,200,979,1.1,918,2.2
UCL222059,34,1450,506,180,1414,1.1,1013,2.5
UCL222060,52,1863,411,350,880,1.1,818,2.2
UCL222061,42,1083,416,102,1259,1.1,880,2.5
UCL222062,38,1300,481,178,1010,1.1,936,2.5
UCL222063,42,975,402,126,991,1.1,761,2.2
UCL222064,50,1300,569,270,1517,1.1,1034,2.3
UCL222065,54,490,351,100,806,1.0,596,2.1
UCL222066,27,1749,747,150,1125,1.0,949,1.9
UCL222067,43,1150,531,122,1028,1.1,949,2.2
UCL222068,27,1500,809,1010,1583,1.5,1375,2.0
UCL222069,49,867,437,80,1162,1.1,726,2.0
UCL222070,40,1690,693,150,1785,1.1,1481,2.9
UCL222071,36,1457,549,225,1463,1.1,1144,2.9
UCL222072,51,800,497,130,1093,1.1,852,2.1
UCL222073,51,1127,482,250,1263,1.0,866,2.1
UCL222074,37,1832,624,250,1954,1.1,1536,3.2
UCL222075,38,1200,503,120,1399,1.1,833,2.7
UCL222076,49,867,373,160,949,1.1,726,2.1
UCL222077,44,650,371,120,914,1.1,617,2.3
UCL222078,42,1062,466,150,1055,1.1,778,2.1
UCL222079,43,1430,495,320,1192,1.0,1062,2.8
UCL222080,42,1367,580,0,2134,1.1,2136,3.3
UCL222081,51,758,380,126,1058,1.1,804,2.1
UCL222082,41,1000,419,188,870,1.1,681,2.0
UCL222083,36,863,460,215,1012,1.1,876,2.5
UCL222084,57,997,383,180,900,1.0,610,1.9
UCL222085,34,1890,675,240,1483,1.1,1268,2.6
UCL222086,38,1408,403,165,968,1.1,924,2.9
UCL222087,48,650,349,110,846,1.1,546,2.1
UCL222088,53,500,354,70,730,1.0,664,2.2
UCL222089,38,780,320,150,846,1.1,644,2.7
UCL222090,44,2167,722,330,1890,1.1,1548,2.7
UCL222091,46,505,385,113,821,1.1,683,2.3
UCL222092,54,1950,500,116,772,1.2,959,2.1
UCL222093,36,1300,669,215,1545,1.1,914,2.2
UCL222094,37,1192,536,350,1666,1.1,1666,3.4
UCL222095,53,975,664,270,2083,1.0,1444,2.4
UCL222096,54,737,367,67,812,1.1,615,2.2
UCL222097,43,1192,484,138,914,1.1,779,2.2
UCL222098,40,1083,469,115,1192,1.1,900,2.5
UCL222099,47,1032,370,250,1036,1.1,817,2.4
UCL222100,38,1500,562,200,1683,1.1,1514,3.2
UCL222101,49,1008,370,130,808,1.0,689,2.1
UCL222102,38,975,526,170,1068,1.1,990,2.3
UCL222103,36,990,511,235,992,1.1,911,2.3
UCL222104,50,1083,353,78,861,1.1,526,2.0
UCL222105,42,1733,508,130,1218,1.1,1097,2.5
UCL222106,35,1517,558,160,1428,1.1,1363,2.9
UCL222107,36,1300,584,190,1278,1.1,1086,2.6
UCL222108,52,953,473,165,1390,1.1,1025,2.2
UCL222109,39,1586,721,220,1924,1.1,1781,3.2
UCL222110,37,1196,486,185,1240,1.0,1090,2.6
UCL222111,53,867,356,150,831,1.0,675,2.1
UCL222112,32,1517,718,185,1944,1.1,1966,3.3
UCL222113,48,867,383,92,814,1.0,604,2.1
UCL222114,36,2000,515,210,1575,1.1,1547,3.0
UCL222115,38,1430,548,150,1339,1.1,1172,2.6
UCL222116,35,1863,415,210,1446,1.2,1112,3.3
UCL222117,46,390,495,280,1078,1.1,900,2.3
UCL222118,46,1101,494,170,1261,1.1,981,2.3
UCL222119,41,1335,591,208,1333,1.1,1020,2.3
UCL222120,43,1298,572,260,1390,1.0,1113,2.6
UCL222121,57,542,358,90,622,1.1,516,2.1
UCL222122,39,1148,579,160,1516,1.1,1093,2.5
UCL222123,34,1712,489,205,1093,1.1,991,2.4
UCL222124,40,2100,850,0,1849,1.1,1468,2.8
UCL222125,39,1192,575,163,1166,1.2,1211,2.7
UCL222126,39,910,443,138,1037,1.1,875,2.5
UCL222127,43,1200,456,180,1062,1.1,840,2.4
UCL231777,43,1408,521,138,1317,1.1,1117,2.7
UCL279997,46,0,2000,0,0,0,0,0
UCL299994,32,0,352,0,0,0,0,0
UCL301001,34,1993,647,330,1655,1.1,1418,2.7
UCL302001,37,2058,570,350,1375,1.1,1169,2.5
UCL303001,35,1733,631,260,1414,1.1,1164,2.5
UCL303002,42,1950,531,335,1240,1.1,1013,2.4
UCL303003,32,1878,682,290,1639,1.1,1390,2.6
UCL311001,35,2167,728,330,1855,1.1,1597,2.7
UCL311002,35,1600,592,240,1460,1.1,1168,2.5
UCL311003,36,1517,555,235,1295,1.1,1021,2.4
UCL312001,40,1400,427,230,987,1.1,809,2.4
UCL312002,33,2000,745,300,1991,1.1,1792,2.7
UCL312003,45,1517,397,250,901,1.1,772,2.4
UCL312004,42,1300,408,210,944,1.1,776,2.3
UCL312005,30,2000,949,250,2421,1.2,2103,2.7
UCL313001,43,1733,492,280,1107,1.0,967,2.5
UCL313002,57,1700,409,260,912,1.1,747,2.1
UCL313003,34,1461,601,250,1400,1.1,1205,2.6
UCL313004,29,2167,915,304,2477,1.1,2294,2.9
UCL313005,39,1387,444,230,971,1.1,801,2.4
UCL313006,39,1712,489,280,1131,1.1,922,2.5
UCL313007,39,1300,477,220,1030,1.1,865,2.4
UCL313008,39,1993,572,280,1426,1.1,1111,2.4
UCL314001,34,2080,697,300,1435,1.1,1221,2.3
UCL314002,41,1582,465,220,1037,1.1,800,2.3
UCL314003,41,1252,531,195,1265,1.1,944,2.4
UCL314004,39,1517,422,260,1005,1.1,820,2.5
UCL314005,32,1733,704,204,1863,1.1,1606,2.6
UCL314006,39,1733,552,250,1352,1.1,1077,2.4
UCL314007,37,1365,487,190,1239,1.1,982,2.5
UCL314008,32,1326,440,240,1041,1.1,877,2.5
UCL314009,35,1517,637,200,1388,1.1,1153,2.5
UCL314010,36,1733,549,230,1292,1.1,1124,2.8
UCL314011,30,1950,661,320,1589,1.1,1498,2.8
UCL314012,38,1950,656,360,1678,1.0,1550,3.0
UCL314013,41,1300,440,180,1019,1.1,782,2.4
UCL314014,35,1473,514,220,1177,1.1,953,2.5
UCL314015,39,1424,446,198,1028,1.1,828,2.4
UCL314016,29,2340,1254,78,2835,1.1,2780,3.0
UCL314017,32,1517,716,220,1628,1.1,1400,2.6
UCL314018,43,1842,445,325,1052,1.1,946,2.6
UCL314019,48,1800,497,325,1205,1.1,975,2.4
UCL314020,35,2167,774,360,2235,1.1,2041,2.8
UCL315001,34,2000,781,370,1976,1.1,1925,3.2
UCL315002,46,1300,451,230,991,1.1,850,2.3
UCL315003,25,0,259,80,631,1.7,1144,5.0
UCL315004,43,1430,416,150,951,1.1,718,2.3
UCL315005,22,0,559,60,1175,1.6,1200,3.7
UCL315006,39,1083,580,100,1430,1.1,1052,2.3
UCL315007,42,1733,417,280,924,1.1,822,2.4
UCL315008,36,2069,492,320,1116,1.1,1037,2.7
UCL315009,29,1733,1155,64,2761,1.1,2686,2.9
UCL315010,44,1300,440,240,1028,1.1,788,2.3
UCL315011,48,1350,381,245,931,1.1,756,2.3
UCL315012,62,1354,336,230,715,1.1,614,2.0
UCL315013,30,2253,774,360,2139,1.1,1913,2.9
UCL315014,52,1070,438,220,1004,1.1,786,2.1
UCL315015,37,1733,641,325,1590,1.1,1503,3.1
UCL315016,31,2123,669,355,1633,1.1,1636,3.3
UCL315017,35,1118,604,150,1277,1.1,1067,2.5
UCL315018,22,0,282,75,710,1.5,781,4.2
UCL315019,46,1474,384,200,854,1.2,685,2.3
UCL315020,34,1517,610,280,1577,1.1,1295,2.5
UCL315021,32,1517,772,100,2259,1.1,1755,2.5
UCL315022,47,1083,370,185,871,1.1,690,2.3
UCL315023,34,1500,833,130,1917,1.2,1574,2.6
UCL315024,39,1300,550,185,1556,1.1,1351,2.2
UCL315025,40,1083,546,180,1221,1.2,907,2.2
UCL315026,50,1300,346,245,755,1.1,693,2.4
UCL315027,43,1600,458,285,997,1.1,793,2.3
UCL315028,53,1083,362,192,772,1.1,601,2.2
UCL315029,36,700,510,90,1202,1.2,866,2.4
UCL315030,37,2145,594,350,1663,1.1,1476,3.0
UCL315031,22,298,280,100,695,1.9,1165,5.0
UCL315032,45,1863,536,410,1353,1.1,1294,2.8
UCL315033,30,1517,1277,60,2809,1.1,2726,2.9
UCL315034,44,1800,509,283,1208,1.1,1001,2.4
UCL315035,49,1300,377,200,840,1.1,673,2.2
UCL315036,31,1800,628,300,1449,1.1,1359,2.9
UCL315037,42,1083,474,155,935,1.1,768,2.3
UCL315038,39,1733,490,320,1150,1.0,1081,2.8
UCL315039,26,0,285,60,719,1.6,981,3.9
UCL315040,28,4167,852,340,2118,1.3,1819,2.2
UCL315041,36,2000,751,340,2079,1.1,1923,2.9
UCL315042,43,1280,500,185,1155,1.1,936,2.5
UCL315043,52,1148,340,190,709,1.1,580,2.2
UCL315044,46,1170,447,160,1148,1.1,792,2.3
UCL315045,41,2392,626,350,1491,1.1,1344,2.6
UCL315046,34,2058,613,330,1562,1.1,1488,3.1
UCL315047,30,2100,658,370,1626,1.1,1650,3.5
UCL315048,35,1733,489,290,1209,1.1,1140,3.0
UCL315049,38,1257,475,270,1098,1.1,872,2.5
UCL315050,36,1474,580,250,1361,1.1,1233,2.7
UCL315051,28,0,286,45,764,1.6,1074,4.0
UCL315052,44,1517,497,211,1181,1.1,961,2.4
UCL315053,37,1098,393,250,906,1.1,735,2.4
UCL315054,38,1800,479,310,1132,1.1,1037,2.7
UCL315055,32,1473,690,160,1459,1.1,1194,2.4
UCL315056,34,1387,460,270,1005,1.1,902,2.7
UCL315057,52,1088,343,220,711,1.1,575,2.1
UCL315058,47,1170,410,180,922,1.1,722,2.3
UCL315059,51,1560,457,300,967,1.0,794,2.2
UCL315060,29,2500,844,370,2115,1.1,2099,3.1
UCL315061,31,1733,620,310,1527,1.1,1492,3.2
UCL315062,29,2000,1514,39,2853,1.1,2822,3.1
UCL315063,38,1200,532,150,1195,1.1,930,2.2
UCL315064,39,1192,481,170,1054,1.1,867,2.4
UCL315065,33,2167,641,198,1781,1.1,1487,2.7
UCL315066,43,1000,395,140,848,1.1,704,2.2
UCL315067,38,1885,554,325,1326,1.1,1208,2.9
UCL315068,46,1574,389,250,879,1.1,768,2.3
UCL315069,37,1820,499,160,1182,1.1,866,2.5
UCL315070,31,2383,863,420,2081,1.0,2036,3.1
UCL315071,46,867,365,155,784,1.1,628,2.2
UCL315072,32,1606,843,125,2055,1.1,1827,2.5
UCL315073,41,900,503,145,973,1.1,830,2.3
UCL315074,39,1014,408,170,916,1.1,762,2.4
UCL315075,43,1114,366,180,803,1.1,679,2.4
UCL315076,48,1800,503,250,972,1.1,866,2.1
UCL315077,37,1249,493,205,1114,1.1,947,2.6
UCL315078,24,0,290,100,947,1.8,1176,4.8
UCL315079,39,1874,530,350,1286,1.0,1128,2.7
UCL315080,39,1311,502,215,1158,1.1,948,2.6
UCL315081,41,1698,474,290,1010,1.1,869,2.5
UCL315082,38,1733,653,275,1348,1.1,1066,2.1
UCL315083,39,1517,520,230,1193,1.1,931,2.4
UCL315084,48,1608,454,220,866,1.1,738,2.1
UCL315085,42,1733,672,360,1946,1.0,1821,3.0
UCL315086,46,1500,397,240,927,1.1,843,2.5
UCL315087,39,1430,499,270,1133,1.1,955,2.4
UCL315088,51,1083,347,200,727,1.1,587,2.0
UCL315089,40,2167,777,650,2563,1.0,2548,3.3
UCL315090,36,1950,552,250,1381,1.1,1215,2.6
UCL315091,34,1300,571,160,1235,1.1,1040,2.6
UCL315092,46,1300,424,185,971,1.1,721,2.2
UCL315093,28,1733,707,114,1722,1.4,1715,3.4
UCL315094,28,70,1204,15,2792,1.1,2770,3.4
UCL315095,58,1300,355,200,701,1.1,580,1.9
UCL315096,40,1582,414,275,874,1.1,834,2.6
UCL315097,37,1430,545,200,1169,1.2,989,2.5
UCL315098,32,2167,749,350,1962,1.1,1838,2.8
UCL315099,38,1733,567,270,1507,1.1,1427,3.0
UCL315100,30,2000,1240,231,2647,1.2,2501,2.8
UCL315101,30,1841,724,330,1733,1.0,1693,3.2
UCL315102,47,1105,391,175,834,1.1,687,2.2
UCL315103,43,1509,610,250,1269,1.1,1048,2.3
UCL315104,37,1534,429,263,1043,1.1,903,2.5
UCL315105,30,1388,653,270,1411,1.1,1367,2.9
UCL315106,39,1733,469,265,1041,1.1,867,2.4
UCL315107,22,0,274,120,728,1.7,1009,4.9
UCL321001,37,2167,484,280,1108,1.1,938,2.5
UCL321002,43,1150,359,213,779,1.1,688,2.2
UCL321003,49,1218,421,190,952,1.1,708,2.3
UCL321004,47,1083,409,235,795,1.1,683,2.3
UCL321005,44,1517,486,215,1187,1.1,1071,2.6
UCL321006,42,2167,656,300,1609,1.1,1583,2.6
UCL321007,21,0,312,90,752,1.4,796,3.8
UCL321008,39,1733,556,320,1228,1.1,1086,2.7
UCL321009,31,1517,565,200,1138,1.1,983,2.8
UCL321010,35,2400,766,180,2356,1.1,2072,2.9
UCL321011,53,1062,359,160,790,1.1,606,2.0
UCL321012,44,1582,525,350,1335,1.0,1066,2.6
UCL321013,38,1777,672,250,1672,1.1,1401,2.8
UCL321014,41,900,441,126,1023,1.1,778,2.2
UCL321015,52,867,342,200,720,1.0,534,2.1
UCL321016,48,1733,736,280,1904,1.0,1773,2.8
UCL321017,39,2150,618,300,1462,1.1,1433,2.8
UCL321018,34,1800,728,350,1812,1.2,1544,3.0
UCL321019,40,1373,392,230,1025,1.2,923,2.8
UCL321020,44,1464,571,160,1550,1.1,1276,2.6
UCL321021,36,2167,642,440,1426,1.1,1527,3.1
UCL321022,42,1127,447,200,1108,1.1,983,2.5
UCL321023,33,1083,533,220,1244,1.1,1074,2.9
UCL321024,38,2000,890,370,2154,1.1,2022,2.7
UCL321025,34,2125,601,320,1309,1.1,1140,2.8
UCL321026,33,1941,790,145,1881,1.1,1531,2.7
UCL321027,52,1387,430,250,955,1.1,802,1.9
UCL321028,42,1500,358,260,857,1.2,778,2.6
UCL321029,39,1231,439,290,925,1.1,772,2.4
UCL321030,43,1950,453,320,1097,1.1,1074,2.9
UCL321031,37,1200,558,210,1237,1.1,978,2.4
UCL321032,41,1387,358,245,765,1.1,704,2.6
UCL321033,36,1950,544,330,1259,1.1,1244,2.8
UCL321034,32,2000,879,400,2211,1.0,2263,3.6
UCL321035,37,1842,608,350,1513,1.1,1379,3.0
UCL321036,39,1800,454,190,1118,1.1,839,2.3
UCL321037,50,1788,386,240,752,1.1,623,2.2
UCL321038,40,1800,497,330,1050,1.1,969,2.6
UCL321039,53,1257,480,250,1005,1.0,896,2.2
UCL321040,42,1577,480,325,1316,1.1,1062,2.6
UCL321041,47,1053,370,165,770,1.1,640,2.2
UCL321042,40,1733,716,410,1908,1.1,1973,3.3
UCL321043,28,0,1328,30,2771,1.1,2720,3.0
UCL321044,37,2167,545,370,1410,1.1,1426,3.0
UCL321045,43,1000,461,215,1256,1.1,1113,2.6
UCL321046,39,2297,571,300,1375,1.1,1404,3.2
UCL321047,49,1083,332,210,701,1.2,592,2.2
UCL321048,35,2023,755,315,1714,1.1,1589,3.1
UCL321049,43,1695,685,240,1789,1.0,1799,2.8
UCL321050,39,1257,428,180,1007,1.1,766,2.4
UCL321051,35,1473,627,280,1530,1.0,1490,3.1
UCL321052,33,1279,456,275,1145,1.1,861,2.7
UCL321053,43,1387,383,170,980,1.1,753,2.2
UCL321054,24,0,292,96,738,1.4,895,3.9
UCL321055,26,1600,633,135,1312,1.4,1348,3.1
UCL321056,44,1517,525,243,1023,1.1,951,2.3
UCL321057,40,758,547,100,1257,1.1,932,2.3
UCL321058,42,700,466,145,938,1.1,759,2.2
UCL321059,51,867,392,140,779,1.1,569,2.0
UCL321060,36,1290,487,223,1133,1.1,970,2.6
UCL321061,47,1061,549,126,1341,1.3,895,2.1
UCL321062,42,1733,515,390,1361,1.1,1322,2.9
UCL321063,47,1170,378,183,845,1.1,683,2.4
UCL321064,54,1224,457,260,958,1.1,826,2.1
UCL321065,42,1560,401,250,915,1.1,781,2.4
UCL321066,46,1842,537,315,1335,1.1,1267,2.7
UCL321067,54,1900,449,200,1010,1.1,708,2.1
UCL321068,41,1325,432,275,1008,1.1,962,2.7
UCL321069,38,1950,601,350,1567,1.1,1441,3.0
UCL321070,38,1810,598,320,1286,1.1,1112,2.5
UCL321071,54,1408,434,270,939,1.0,775,2.0
UCL321072,37,1322,628,175,1357,1.1,1007,2.4
UCL321073,42,1680,604,300,1581,1.1,1559,2.8
UCL321074,36,3055,753,430,1931,1.0,2137,3.4
UCL321075,31,1853,586,295,1476,1.1,1395,3.0
UCL321076,41,1083,552,260,1134,1.2,988,2.4
UCL321077,39,1018,453,120,1297,1.1,796,2.3
UCL321078,38,2500,609,290,1649,1.1,1604,3.3
UCL321079,37,2543,653,310,1640,1.1,1166,2.5
UCL321080,33,2123,649,415,1673,1.1,1594,3.4
UCL321081,24,0,259,91,700,1.5,825,4.2
UCL321082,44,1900,676,195,1788,1.1,1616,2.7
UCL321083,32,963,552,125,1087,1.3,1144,3.0
UCL321084,40,1750,540,280,1312,1.1,1235,2.9
UCL321085,48,1170,354,180,824,1.1,757,2.4
UCL321086,43,1625,491,0,1259,1.1,1110,2.6
UCL321087,39,1733,455,265,1148,1.1,1037,2.7
UCL321088,48,1300,537,260,1125,1.1,859,2.1
UCL321089,33,0,319,80,759,1.5,1049,3.5
UCL321090,46,1800,784,350,1783,1.0,1781,2.6
UCL321091,39,867,641,100,1208,1.1,983,2.3
UCL321092,45,737,357,180,848,1.1,631,2.3
UCL321093,41,715,631,100,1166,1.1,946,2.1
UCL321094,35,1400,633,290,1507,1.1,1444,2.9
